"Date","Nationality","Count"
2018-09-30,"Armenia",36
2018-09-30,"Australia",894
2018-09-30,"Austria",369
2018-09-30,"Azerbaijan",12
2018-09-30,"Bahamas",0
2018-09-30,"Bahrain",21
2018-09-30,"Bangladesh",1611
2018-09-30,"Barbados",9
2018-09-30,"Belarus",111
2018-09-30,"Belgium",735
2018-09-30,"Belize",3
2018-09-30,"Benin",3
2018-09-30,"Bhutan",246
2018-09-30,"Bolivia",30
2018-09-30,"Bosnia & Herzegovina",30
2018-09-30,"Botswana",42
2018-09-30,"Brazil",6966
2018-09-30,"Brunei Darussalam",84
2018-09-30,"Bulgaria",183
2018-09-30,"Burundi",18
2018-09-30,"Cambodia",1554
2018-09-30,"Cameroon",21
2018-09-30,"Canada",4620
2018-09-30,"Chile",3087
2018-09-30,"China",68418
2018-09-30,"Colombia",2292
2018-09-30,"Congo",6
2018-09-30,"Costa Rica",33
2018-09-30,"Croatia",288
2018-09-30,"Cuba",33
2018-09-30,"Cyprus",18
2018-09-30,"Czech Republic",1854
2018-09-30,"Czechoslovakia",3
2018-09-30,"Democratic Republic of Congo",51
2018-09-30,"Denmark",558
2018-09-30,"Dominica",6
2018-09-30,"Dominican Republic",15
2018-09-30,"Ecuador",150
2018-09-30,"Egypt",723
2018-09-30,"El Salvador",12
2018-09-30,"Eritrea",96
2018-09-30,"Estonia",189
2018-09-30,"Ethiopia",399
2018-09-30,"Federated States of Micronesia",3
2018-09-30,"Fiji",15753
2018-09-30,"Finland",447
2018-09-30,"France",8340
2018-09-30,"French Polynesia",3
2018-09-30,"Gambia",3
2018-09-30,"Georgia",18
2018-09-30,"Germany",9768
2018-09-30,"Ghana",144
2018-09-30,"Great Britain",37929
2018-09-30,"Greece",135
2018-09-30,"Grenada",3
2018-09-30,"Guatemala",24
2018-09-30,"Guyana",12
2018-09-30,"Haiti",3
2018-09-30,"Honduras",12
2018-09-30,"Hong Kong",2454
2018-09-30,"Hungary",588
2018-09-30,"Iceland",39
2018-09-30,"India",82617
2018-09-30,"Indonesia",2955
2018-09-30,"Iran",1953
2018-09-30,"Iraq",618
2018-09-30,"Ireland",4767
2018-09-30,"Israel",477
2018-09-30,"Italy",3036
2018-09-30,"Jamaica",69
2018-09-30,"Japan",7803
2018-09-30,"Jordan",492
2018-09-30,"Kazakhstan",315
2018-09-30,"Kenya",345
2018-09-30,"Kiribati",915
2018-09-30,"Kosovo - Republic of",12
2018-09-30,"Kuwait",87
2018-09-30,"Kyrgyzstan",27
2018-09-30,"Laos",195
2018-09-30,"Latvia",198
2018-09-30,"Lebanon",117
2018-09-30,"Lesotho",0
2018-09-30,"Liberia",6
2018-09-30,"Libya",51
2018-09-30,"Liechtenstein",0
2018-09-30,"Lithuania",171
2018-09-30,"Luxembourg",27
2018-09-30,"Macau",126
2018-09-30,"Macedonia",171
2018-09-30,"Madagascar",6
2018-09-30,"Malawi",39
2018-09-30,"Malaysia",6597
2018-09-30,"Maldives",108
2018-09-30,"Mali",0
2018-09-30,"Malta",24
2018-09-30,"Mauritius",222
2018-09-30,"Mexico",1125
2018-09-30,"Moldova",42
2018-09-30,"Monaco",3
2018-09-30,"Mongolia",105
2018-09-30,"Montenegro",3
2018-09-30,"Morocco",51
2018-09-30,"Mozambique",6
2018-09-30,"Myanmar",1293
2018-09-30,"Namibia",51
2018-09-30,"Nauru",24
2018-09-30,"Nepal",3426
2018-09-30,"Netherlands",2472
2018-09-30,"New Zealand",240
2018-09-30,"Nicaragua",6
2018-09-30,"Niger",3
2018-09-30,"Nigeria",480
2018-09-30,"Norway",246
2018-09-30,"Oman",207
2018-09-30,"Pakistan",3837
2018-09-30,"Palau",3
2018-09-30,"Palestine",339
2018-09-30,"Panama",12
2018-09-30,"Papua New Guinea",387
2018-09-30,"Paraguay",15
2018-09-30,"Peru",393
2018-09-30,"Philippines",43266
2018-09-30,"Pitcairn Islands",3
2018-09-30,"Poland",705
2018-09-30,"Portugal",348
2018-09-30,"Qatar",3
2018-09-30,"Romania",390
2018-09-30,"Russia",3675
2018-09-30,"Rwanda",27
2018-09-30,"Samoa",11106
2018-09-30,"San Marino",3
2018-09-30,"Saudi Arabia",912
2018-09-30,"Senegal",0
2018-09-30,"Serbia",423
2018-09-30,"Serbia & Montenegro",3
2018-09-30,"Seychelles",6
2018-09-30,"Singapore",1566
2018-09-30,"Slovakia",309
2018-09-30,"Slovenia",207
2018-09-30,"Solomon Islands",231
2018-09-30,"Somalia",246
2018-09-30,"South Africa",22434
2018-09-30,"South Korea",13104
2018-09-30,"South Sudan",27
2018-09-30,"Soviet Union",0
2018-09-30,"Spain",1008
2018-09-30,"Sri Lanka",7359
2018-09-30,"St Kitts - Nevis",0
2018-09-30,"St Lucia",9
2018-09-30,"St Vincent and the Grenadines",6
2018-09-30,"Stateless",18
2018-09-30,"Sudan",90
2018-09-30,"Suriname",3
2018-09-30,"Swaziland",3
2018-09-30,"Sweden",945
2018-09-30,"Switzerland",558
2018-09-30,"Syria",1266
2018-09-30,"Taiwan",2196
2018-09-30,"Tajikistan",9
2018-09-30,"Tanzania",48
2018-09-30,"Thailand",5043
2018-09-30,"Timor Leste",78
2018-09-30,"Togo",0
2018-09-30,"Tonga",5364
2018-09-30,"Trinidad and Tobago",42
2018-09-30,"Tunisia",21
2018-09-30,"Turkey",513
2018-09-30,"Turkmenistan",3
2018-09-30,"Tuvalu",699
2018-09-30,"Uganda",57
2018-09-30,"Ukraine",822
2018-09-30,"United Arab Emirates",24
2018-09-30,"United States of America",11775
2018-09-30,"Unknown",3
2018-09-30,"Uruguay",633
2018-09-30,"Uzbekistan",99
2018-09-30,"Vanuatu",1014
2018-09-30,"Vatican City",0
2018-09-30,"Venezuela",174
2018-09-30,"Vietnam",4932
2018-09-30,"Yemen",48
2018-09-30,"Yugoslavia",6
2018-09-30,"Zambia",87
2018-09-30,"Zimbabwe",606
2018-10-31,"(not recorded)",9
2018-10-31,"Afghanistan",1575
2018-10-31,"Albania",39
2018-10-31,"Algeria",39
2018-10-31,"American Samoa",6
2018-10-31,"Andorra",0
2018-10-31,"Angola",6
2018-10-31,"Antigua & Barbuda",0
2018-10-31,"Argentina",2781
2018-10-31,"Armenia",36
2018-10-31,"Australia",912
2018-10-31,"Austria",399
2018-10-31,"Azerbaijan",12
2018-10-31,"Bahamas",0
2018-10-31,"Bahrain",24
2018-10-31,"Bangladesh",1638
2018-10-31,"Barbados",9
2018-10-31,"Belarus",120
2018-10-31,"Belgium",825
2018-10-31,"Belize",0
2018-10-31,"Benin",3
2018-10-31,"Bhutan",234
2018-10-31,"Bolivia",30
2018-10-31,"Bosnia & Herzegovina",30
2018-10-31,"Botswana",42
2018-10-31,"Brazil",7014
2018-10-31,"Brunei Darussalam",81
2018-10-31,"Bulgaria",186
2018-10-31,"Burundi",21
2018-10-31,"Cambodia",1545
2018-10-31,"Cameroon",21
2018-10-31,"Canada",4890
2018-10-31,"Chile",3321
2018-10-31,"China",70506
2018-10-31,"Colombia",2346
2018-10-31,"Congo",9
2018-10-31,"Costa Rica",33
2018-10-31,"Croatia",306
2018-10-31,"Cuba",30
2018-10-31,"Cyprus",21
2018-10-31,"Czech Republic",2037
2018-10-31,"Czechoslovakia",0
2018-10-31,"Democratic Republic of Congo",60
2018-10-31,"Denmark",591
2018-10-31,"Dominica",6
2018-10-31,"Dominican Republic",15
2018-10-31,"Ecuador",156
2018-10-31,"Egypt",747
2018-10-31,"El Salvador",15
2018-10-31,"Equitorial Guinea",0
2018-10-31,"Eritrea",99
2018-10-31,"Estonia",198
2018-10-31,"Ethiopia",408
2018-10-31,"Federated States of Micronesia",3
2018-10-31,"Fiji",15939
2018-10-31,"Finland",483
2018-10-31,"France",9174
2018-10-31,"French Polynesia",0
2018-10-31,"Gambia",3
2018-10-31,"Georgia",18
2018-10-31,"Germany",11943
2018-10-31,"Ghana",147
2018-10-31,"Great Britain",39279
2018-10-31,"Greece",138
2018-10-31,"Grenada",3
2018-10-31,"Guatemala",24
2018-10-31,"Guyana",12
2018-10-31,"Haiti",0
2018-10-31,"Honduras",12
2018-10-31,"Hong Kong",2577
2018-10-31,"Hungary",612
2018-10-31,"Iceland",39
2018-10-31,"India",81576
2018-10-31,"Indonesia",2934
2018-10-31,"Iran",1941
2018-10-31,"Iraq",594
2018-10-31,"Ireland",5013
2018-10-31,"Israel",504
2018-10-31,"Italy",3216
2018-10-31,"Jamaica",66
2018-10-31,"Japan",7980
2018-10-31,"Jordan",492
2018-10-31,"Kazakhstan",327
2018-10-31,"Kenya",345
2018-10-31,"Kiribati",981
2018-10-31,"Kosovo - Republic of",15
2018-10-31,"Kuwait",81
2018-10-31,"Kyrgyzstan",24
2018-10-31,"Laos",195
2018-10-31,"Latvia",213
2018-10-31,"Lebanon",126
2018-10-31,"Lesotho",3
2018-10-31,"Liberia",9
2018-10-31,"Libya",51
2018-10-31,"Liechtenstein",3
2018-10-31,"Lithuania",174
2018-10-31,"Luxembourg",33
2018-10-31,"Macau",144
2018-10-31,"Macedonia",180
2018-10-31,"Madagascar",3
2018-10-31,"Malawi",39
2018-10-31,"Malaysia",6459
2018-10-31,"Maldives",108
2018-10-31,"Mali",0
2018-10-31,"Malta",24
2018-10-31,"Mauritius",216
2018-10-31,"Mexico",1122
2018-10-31,"Moldova",48
2018-10-31,"Monaco",3
2018-10-31,"Mongolia",69
2018-10-31,"Montenegro",3
2018-10-31,"Morocco",48
2018-10-31,"Mozambique",6
2018-10-31,"Myanmar",1299
2018-10-31,"Namibia",57
2018-10-31,"Nauru",27
2018-10-31,"Nepal",3342
2018-10-31,"Netherlands",2616
2018-10-31,"New Zealand",234
2018-10-31,"Nicaragua",9
2018-10-31,"Niger",0
2018-10-31,"Nigeria",477
2018-10-31,"Norway",261
2018-10-31,"Oman",195
2018-10-31,"Pakistan",3810
2018-10-31,"Palau",3
2018-10-31,"Palestine",336
2018-10-31,"Panama",9
2018-10-31,"Papua New Guinea",411
2018-10-31,"Paraguay",15
2018-10-31,"Peru",387
2018-10-31,"Philippines",43818
2018-10-31,"Pitcairn Islands",0
2018-10-31,"Poland",732
2018-10-31,"Portugal",357
2018-10-31,"Qatar",3
2018-10-31,"Romania",405
2018-10-31,"Russia",3777
2018-10-31,"Rwanda",30
2018-10-31,"Samoa",11166
2018-10-31,"San Marino",0
2018-10-31,"Saudi Arabia",831
2018-10-31,"Senegal",0
2018-10-31,"Serbia",426
2018-10-31,"Serbia & Montenegro",0
2018-10-31,"Seychelles",6
2018-10-31,"Singapore",1626
2018-10-31,"Slovakia",330
2018-10-31,"Slovenia",225
2018-10-31,"Solomon Islands",336
2018-10-31,"Somalia",243
2018-10-31,"South Africa",22989
2018-10-31,"South Korea",13404
2018-10-31,"South Sudan",24
2018-10-31,"Soviet Union",3
2018-10-31,"Spain",1044
2018-10-31,"Sri Lanka",7365
2018-10-31,"St Kitts - Nevis",0
2018-10-31,"St Lucia",9
2018-10-31,"St Vincent and the Grenadines",6
2018-10-31,"Stateless",21
2018-10-31,"Sudan",96
2018-10-31,"Suriname",3
2018-10-31,"Swaziland",3
2018-10-31,"Sweden",1032
2018-10-31,"Switzerland",585
2018-10-31,"Syria",1281
2018-10-31,"Taiwan",2247
2018-10-31,"Tajikistan",9
2018-10-31,"Tanzania",51
2018-10-31,"Thailand",5166
2018-10-31,"Timor Leste",75
2018-10-31,"Togo",0
2018-10-31,"Tonga",5562
2018-10-31,"Trinidad and Tobago",42
2018-10-31,"Tunisia",21
2018-10-31,"Turkey",546
2018-10-31,"Turkmenistan",3
2018-10-31,"Tuvalu",687
2018-10-31,"Uganda",60
2018-10-31,"Ukraine",843
2018-10-31,"United Arab Emirates",24
2018-10-31,"United States of America",12174
2018-10-31,"Unknown",6
2018-10-31,"Uruguay",633
2018-10-31,"Uzbekistan",96
2018-10-31,"Vanuatu",1713
2018-10-31,"Vatican City",0
2018-10-31,"Venezuela",174
2018-10-31,"Vietnam",5100
2018-10-31,"Yemen",51
2018-10-31,"Yugoslavia",6
2018-10-31,"Zambia",90
2018-10-31,"Zimbabwe",624
2018-11-30,"(not recorded)",12
2018-11-30,"Afghanistan",1596
2018-11-30,"Albania",33
2018-11-30,"Algeria",39
2018-11-30,"American Samoa",6
2018-11-30,"Andorra",3
2018-11-30,"Angola",3
2018-11-30,"Antigua & Barbuda",0
2018-11-30,"Argentina",2817
2018-11-30,"Armenia",39
2018-11-30,"Australia",945
2018-11-30,"Austria",417
2018-11-30,"Azerbaijan",12
2018-11-30,"Bahrain",24
2018-11-30,"Bangladesh",1608
2018-11-30,"Barbados",9
2018-11-30,"Belarus",114
2018-11-30,"Belgium",891
2018-11-30,"Belize",3
2018-11-30,"Benin",0
2018-11-30,"Bhutan",225
2018-11-30,"Bolivia",33
2018-11-30,"Bosnia & Herzegovina",30
2018-11-30,"Botswana",39
2018-11-30,"Brazil",7029
2018-11-30,"Brunei Darussalam",60
2018-11-30,"Bulgaria",180
2018-11-30,"Burundi",18
2018-11-30,"Cambodia",1497
2018-11-30,"Cameroon",24
2018-11-30,"Canada",5226
2018-11-30,"Chile",3351
2018-11-30,"China",64194
2018-11-30,"Colombia",2340
2018-11-30,"Congo",6
2018-11-30,"Costa Rica",30
2018-11-30,"Croatia",312
2018-11-30,"Cuba",33
2018-11-30,"Cyprus",18
2018-11-30,"Czech Republic",2250
2018-11-30,"Czechoslovakia",3
2018-11-30,"Democratic Republic of Congo",54
2018-11-30,"Denmark",591
2018-11-30,"Dominica",9
2018-11-30,"Dominican Republic",12
2018-11-30,"Ecuador",150
2018-11-30,"Egypt",747
2018-11-30,"El Salvador",12
2018-11-30,"Equitorial Guinea",0
2018-11-30,"Eritrea",93
2018-11-30,"Estonia",213
2018-11-30,"Ethiopia",396
2018-11-30,"Federated States of Micronesia",3
2018-11-30,"Fiji",15891
2018-11-30,"Finland",489
2018-11-30,"France",10020
2018-11-30,"French Polynesia",0
2018-11-30,"Gambia",0
2018-11-30,"Georgia",18
2018-11-30,"Germany",13203
2018-11-30,"Ghana",147
2018-11-30,"Great Britain",39855
2018-11-30,"Greece",132
2018-11-30,"Grenada",3
2018-11-30,"Guatemala",21
2018-11-30,"Guyana",9
2018-11-30,"Haiti",0
2018-11-30,"Honduras",9
2018-11-30,"Hong Kong",2190
2018-11-30,"Hungary",612
2018-11-30,"Iceland",48
2018-11-30,"India",80763
2018-11-30,"Indonesia",3036
2018-11-30,"Iran",1920
2018-11-30,"Iraq",597
2018-11-30,"Ireland",5076
2018-11-30,"Israel",510
2018-11-30,"Italy",3354
2018-11-30,"Jamaica",66
2018-11-30,"Japan",7344
2018-11-30,"Jordan",498
2018-11-30,"Kazakhstan",327
2018-11-30,"Kenya",315
2018-11-30,"Kiribati",972
2018-11-30,"Kosovo - Republic of",15
2018-11-30,"Kuwait",60
2018-11-30,"Kyrgyzstan",27
2018-11-30,"Laos",174
2018-11-30,"Latvia",222
2018-11-30,"Lebanon",123
2018-11-30,"Lesotho",0
2018-11-30,"Liberia",9
2018-11-30,"Libya",48
2018-11-30,"Liechtenstein",3
2018-11-30,"Lithuania",198
2018-11-30,"Luxembourg",39
2018-11-30,"Macau",108
2018-11-30,"Macedonia",177
2018-11-30,"Madagascar",3
2018-11-30,"Malawi",39
2018-11-30,"Malaysia",5784
2018-11-30,"Maldives",102
2018-11-30,"Mali",0
2018-11-30,"Malta",27
2018-11-30,"Mauritius",213
2018-11-30,"Mexico",1089
2018-11-30,"Moldova",39
2018-11-30,"Monaco",0
2018-11-30,"Mongolia",54
2018-11-30,"Montenegro",3
2018-11-30,"Morocco",42
2018-11-30,"Mozambique",6
2018-11-30,"Myanmar",1272
2018-11-30,"Namibia",57
2018-11-30,"Nauru",24
2018-11-30,"Nepal",3486
2018-11-30,"Netherlands",2724
2018-11-30,"New Zealand",219
2018-11-30,"Nicaragua",6
2018-11-30,"Niger",0
2018-11-30,"Nigeria",477
2018-11-30,"Norway",216
2018-11-30,"Oman",111
2018-11-30,"Pakistan",3543
2018-11-30,"Palau",0
2018-11-30,"Palestine",336
2018-11-30,"Panama",6
2018-11-30,"Papua New Guinea",411
2018-11-30,"Paraguay",12
2018-11-30,"Peru",390
2018-11-30,"Philippines",43920
2018-11-30,"Pitcairn Islands",3
2018-11-30,"Poland",750
2018-11-30,"Portugal",360
2018-11-30,"Romania",405
2018-11-30,"Russia",3849
2018-11-30,"Rwanda",30
2018-11-30,"Samoa",12045
2018-11-30,"San Marino",3
2018-11-30,"Saudi Arabia",768
2018-11-30,"Senegal",3
2018-11-30,"Serbia",432
2018-11-30,"Serbia & Montenegro",0
2018-11-30,"Seychelles",6
2018-11-30,"Sierra Leone",3
2018-11-30,"Singapore",1476
2018-11-30,"Slovakia",348
2018-11-30,"Slovenia",237
2018-11-30,"Solomon Islands",537
2018-11-30,"Somalia",243
2018-11-30,"South Africa",23283
2018-11-30,"South Korea",12843
2018-11-30,"South Sudan",24
2018-11-30,"Soviet Union",3
2018-11-30,"Spain",1107
2018-11-30,"Sri Lanka",7260
2018-11-30,"St Kitts - Nevis",0
2018-11-30,"St Lucia",9
2018-11-30,"St Vincent and the Grenadines",6
2018-11-30,"Stateless",18
2018-11-30,"Sudan",87
2018-11-30,"Suriname",3
2018-11-30,"Swaziland",3
2018-11-30,"Sweden",1089
2018-11-30,"Switzerland",606
2018-11-30,"Syria",1281
2018-11-30,"Taiwan",2115
2018-11-30,"Tajikistan",12
2018-11-30,"Tanzania",48
2018-11-30,"Thailand",4680
2018-11-30,"Timor Leste",60
2018-11-30,"Togo",0
2018-11-30,"Tonga",6018
2018-11-30,"Trinidad and Tobago",45
2018-11-30,"Tunisia",21
2018-11-30,"Turkey",549
2018-11-30,"Turkmenistan",3
2018-11-30,"Tuvalu",714
2018-11-30,"Uganda",57
2018-11-30,"Ukraine",846
2018-11-30,"United Arab Emirates",18
2018-11-30,"United States of America",11694
2018-11-30,"Unknown",6
2018-11-30,"Uruguay",642
2018-11-30,"Uzbekistan",99
2018-11-30,"Vanuatu",2424
2018-11-30,"Vatican City",3
2018-11-30,"Venezuela",171
2018-11-30,"Vietnam",4878
2018-11-30,"Yemen",51
2018-11-30,"Yugoslavia",6
2018-11-30,"Zambia",81
2018-11-30,"Zimbabwe",618
2018-12-31,"(not recorded)",12
2018-12-31,"Afghanistan",1548
2018-12-31,"Albania",36
2018-12-31,"Algeria",36
2018-12-31,"American Samoa",9
2018-12-31,"Andorra",3
2018-12-31,"Angola",3
2018-12-31,"Argentina",2631
2018-12-31,"Armenia",36
2018-12-31,"Australia",813
2018-12-31,"Austria",369
2018-12-31,"Azerbaijan",12
2018-12-31,"Bahrain",21
2018-12-31,"Bangladesh",1518
2018-12-31,"Barbados",9
2018-12-31,"Belarus",105
2018-12-31,"Belgium",876
2018-12-31,"Belize",3
2018-12-31,"Benin",3
2018-12-31,"Bhutan",216
2018-12-31,"Bolivia",30
2018-12-31,"Bosnia & Herzegovina",27
2018-12-31,"Botswana",33
2018-12-31,"Brazil",6402
2018-12-31,"Brunei Darussalam",48
2018-12-31,"Bulgaria",168
2018-12-31,"Burundi",18
2018-12-31,"Cambodia",1236
2018-12-31,"Cameroon",21
2018-12-31,"Canada",4737
2018-12-31,"Chile",3072
2018-12-31,"China",51819
2018-12-31,"Colombia",2166
2018-12-31,"Congo",9
2018-12-31,"Costa Rica",21
2018-12-31,"Croatia",306
2018-12-31,"Cuba",27
2018-12-31,"Cyprus",18
2018-12-31,"Czech Republic",2103
2018-12-31,"Czechoslovakia",3
2018-12-31,"Democratic Republic of Congo",54
2018-12-31,"Denmark",492
2018-12-31,"Djibouti",0
2018-12-31,"Dominica",6
2018-12-31,"Dominican Republic",12
2018-12-31,"Ecuador",150
2018-12-31,"Egypt",645
2018-12-31,"El Salvador",12
2018-12-31,"Equitorial Guinea",0
2018-12-31,"Eritrea",84
2018-12-31,"Estonia",201
2018-12-31,"Ethiopia",381
2018-12-31,"Fiji",14505
2018-12-31,"Finland",468
2018-12-31,"France",9360
2018-12-31,"French Polynesia",3
2018-12-31,"Georgia",21
2018-12-31,"Germany",12663
2018-12-31,"Ghana",129
2018-12-31,"Great Britain",36696
2018-12-31,"Greece",123
2018-12-31,"Grenada",0
2018-12-31,"Guatemala",21
2018-12-31,"Guyana",9
2018-12-31,"Haiti",0
2018-12-31,"Honduras",9
2018-12-31,"Hong Kong",1701
2018-12-31,"Hungary",585
2018-12-31,"Iceland",51
2018-12-31,"India",75384
2018-12-31,"Indonesia",2595
2018-12-31,"Iran",1797
2018-12-31,"Iraq",582
2018-12-31,"Ireland",4392
2018-12-31,"Israel",483
2018-12-31,"Italy",2979
2018-12-31,"Jamaica",54
2018-12-31,"Japan",5847
2018-12-31,"Jordan",450
2018-12-31,"Kazakhstan",303
2018-12-31,"Kenya",267
2018-12-31,"Kiribati",927
2018-12-31,"Kosovo - Republic of",15
2018-12-31,"Kuwait",36
2018-12-31,"Kyrgyzstan",21
2018-12-31,"Laos",138
2018-12-31,"Latvia",210
2018-12-31,"Lebanon",111
2018-12-31,"Lesotho",3
2018-12-31,"Liberia",6
2018-12-31,"Libya",45
2018-12-31,"Liechtenstein",0
2018-12-31,"Lithuania",192
2018-12-31,"Luxembourg",36
2018-12-31,"Macau",48
2018-12-31,"Macedonia",180
2018-12-31,"Madagascar",3
2018-12-31,"Malawi",30
2018-12-31,"Malaysia",4980
2018-12-31,"Maldives",75
2018-12-31,"Mali",0
2018-12-31,"Malta",18
2018-12-31,"Mauritius",177
2018-12-31,"Mexico",891
2018-12-31,"Moldova",39
2018-12-31,"Mongolia",51
2018-12-31,"Montenegro",3
2018-12-31,"Morocco",42
2018-12-31,"Mozambique",3
2018-12-31,"Myanmar",1236
2018-12-31,"Namibia",48
2018-12-31,"Nauru",15
2018-12-31,"Nepal",3480
2018-12-31,"Netherlands",2610
2018-12-31,"New Zealand",198
2018-12-31,"Nicaragua",9
2018-12-31,"Niger",3
2018-12-31,"Nigeria",459
2018-12-31,"Norway",171
2018-12-31,"Oman",54
2018-12-31,"Pakistan",3384
2018-12-31,"Palestine",324
2018-12-31,"Panama",6
2018-12-31,"Papua New Guinea",306
2018-12-31,"Paraguay",12
2018-12-31,"Peru",360
2018-12-31,"Philippines",39708
2018-12-31,"Pitcairn Islands",3
2018-12-31,"Poland",711
2018-12-31,"Portugal",297
2018-12-31,"Romania",378
2018-12-31,"Russia",3498
2018-12-31,"Rwanda",27
2018-12-31,"Samoa",11340
2018-12-31,"San Marino",0
2018-12-31,"Saudi Arabia",552
2018-12-31,"Senegal",0
2018-12-31,"Serbia",417
2018-12-31,"Serbia & Montenegro",0
2018-12-31,"Seychelles",6
2018-12-31,"Sierra Leone",3
2018-12-31,"Singapore",1185
2018-12-31,"Slovakia",324
2018-12-31,"Slovenia",231
2018-12-31,"Solomon Islands",480
2018-12-31,"Somalia",237
2018-12-31,"South Africa",22821
2018-12-31,"South Korea",11067
2018-12-31,"South Sudan",24
2018-12-31,"Spain",900
2018-12-31,"Sri Lanka",6852
2018-12-31,"St Kitts - Nevis",6
2018-12-31,"St Lucia",9
2018-12-31,"St Vincent and the Grenadines",6
2018-12-31,"Stateless",21
2018-12-31,"Sudan",78
2018-12-31,"Suriname",0
2018-12-31,"Swaziland",3
2018-12-31,"Sweden",984
2018-12-31,"Switzerland",564
2018-12-31,"Syria",1269
2018-12-31,"Taiwan",1731
2018-12-31,"Tajikistan",9
2018-12-31,"Tanzania",42
2018-12-31,"Thailand",3843
2018-12-31,"Timor Leste",30
2018-12-31,"Tonga",5511
2018-12-31,"Trinidad and Tobago",39
2018-12-31,"Tunisia",21
2018-12-31,"Turkey",534
2018-12-31,"Turkmenistan",3
2018-12-31,"Tuvalu",693
2018-12-31,"Uganda",54
2018-12-31,"Ukraine",792
2018-12-31,"United Arab Emirates",18
2018-12-31,"United States of America",10683
2018-12-31,"Unknown",6
2018-12-31,"Uruguay",603
2018-12-31,"Uzbekistan",93
2018-12-31,"Vanuatu",2151
2018-12-31,"Vatican City",0
2018-12-31,"Venezuela",153
2018-12-31,"Vietnam",4266
2018-12-31,"Yemen",51
2018-12-31,"Yugoslavia",3
2018-12-31,"Zambia",69
2018-12-31,"Zimbabwe",567
2019-01-31,"(not recorded)",12
2019-01-31,"Afghanistan",1587
2019-01-31,"Albania",36
2019-01-31,"Algeria",39
2019-01-31,"American Samoa",6
2019-01-31,"Andorra",3
2019-01-31,"Angola",0
2019-01-31,"Antigua & Barbuda",3
2019-01-31,"Argentina",2826
2019-01-31,"Armenia",33
2019-01-31,"Australia",939
2019-01-31,"Austria",471
2019-01-31,"Azerbaijan",15
2019-01-31,"Bahrain",21
2019-01-31,"Bangladesh",1569
2019-01-31,"Barbados",6
2019-01-31,"Belarus",117
2019-01-31,"Belgium",984
2019-01-31,"Belize",3
2019-01-31,"Benin",3
2019-01-31,"Bhutan",219
2019-01-31,"Bolivia",36
2019-01-31,"Bosnia & Herzegovina",27
2019-01-31,"Botswana",42
2019-01-31,"Brazil",7128
2019-01-31,"Brunei Darussalam",51
2019-01-31,"Bulgaria",174
2019-01-31,"Burundi",18
2019-01-31,"Cambodia",1377
2019-01-31,"Cameroon",24
2019-01-31,"Canada",5646
2019-01-31,"Chile",3228
2019-01-31,"China",58911
2019-01-31,"Colombia",2337
2019-01-31,"Congo",9
2019-01-31,"Costa Rica",30
2019-01-31,"Croatia",327
2019-01-31,"Cuba",33
2019-01-31,"Cyprus",21
2019-01-31,"Czech Republic",2163
2019-01-31,"Czechoslovakia",3
2019-01-31,"Democratic Republic of Congo",51
2019-01-31,"Denmark",588
2019-01-31,"Djibouti",0
2019-01-31,"Dominica",6
2019-01-31,"Dominican Republic",21
2019-01-31,"Ecuador",156
2019-01-31,"Egypt",732
2019-01-31,"El Salvador",15
2019-01-31,"Equitorial Guinea",0
2019-01-31,"Eritrea",84
2019-01-31,"Estonia",210
2019-01-31,"Ethiopia",378
2019-01-31,"Fiji",15852
2019-01-31,"Finland",546
2019-01-31,"France",10767
2019-01-31,"French Polynesia",0
2019-01-31,"Gambia",3
2019-01-31,"Georgia",21
2019-01-31,"Germany",14136
2019-01-31,"Ghana",144
2019-01-31,"Great Britain",40785
2019-01-31,"Greece",132
2019-01-31,"Grenada",3
2019-01-31,"Guatemala",21
2019-01-31,"Guyana",9
2019-01-31,"Haiti",3
2019-01-31,"Honduras",9
2019-01-31,"Hong Kong",2130
2019-01-31,"Hungary",609
2019-01-31,"Iceland",57
2019-01-31,"India",76872
2019-01-31,"Indonesia",2877
2019-01-31,"Iran",1911
2019-01-31,"Iraq",606
2019-01-31,"Ireland",5157
2019-01-31,"Israel",510
2019-01-31,"Italy",3372
2019-01-31,"Ivory Coast",0
2019-01-31,"Jamaica",63
2019-01-31,"Japan",7422
2019-01-31,"Jordan",483
2019-01-31,"Kazakhstan",321
2019-01-31,"Kenya",306
2019-01-31,"Kiribati",999
2019-01-31,"Kosovo - Republic of",15
2019-01-31,"Kuwait",45
2019-01-31,"Kyrgyzstan",24
2019-01-31,"Laos",168
2019-01-31,"Latvia",216
2019-01-31,"Lebanon",129
2019-01-31,"Lesotho",3
2019-01-31,"Liberia",12
2019-01-31,"Libya",48
2019-01-31,"Liechtenstein",0
2019-01-31,"Lithuania",210
2019-01-31,"Luxembourg",36
2019-01-31,"Macau",78
2019-01-31,"Macedonia",177
2019-01-31,"Madagascar",3
2019-01-31,"Malawi",39
2019-01-31,"Malaysia",5298
2019-01-31,"Maldives",87
2019-01-31,"Mali",0
2019-01-31,"Malta",24
2019-01-31,"Mauritius",210
2019-01-31,"Mexico",1053
2019-01-31,"Moldova",39
2019-01-31,"Monaco",3
2019-01-31,"Mongolia",57
2019-01-31,"Montenegro",3
2019-01-31,"Morocco",42
2019-01-31,"Mozambique",6
2019-01-31,"Myanmar",1287
