"Date","Nationality","Count"
2008-07-31,"(not recorded)",33
2008-07-31,"Afghanistan",1188
2008-07-31,"Albania",33
2008-07-31,"Algeria",39
2008-07-31,"American Samoa",60
2008-07-31,"Angola",0
2008-07-31,"Argentina",1311
2008-07-31,"Armenia",12
2008-07-31,"Australia",69
2008-07-31,"Austria",384
2008-07-31,"Azerbaijan",18
2008-07-31,"Bahamas",3
2008-07-31,"Bahrain",84
2008-07-31,"Bangladesh",510
2008-07-31,"Barbados",12
2008-07-31,"Belarus",57
2008-07-31,"Belgium",348
2008-07-31,"Belize",9
2008-07-31,"Bermuda",3
2008-07-31,"Bhutan",108
2008-07-31,"Bolivia",60
2008-07-31,"Bosnia & Herzegovina",27
2008-07-31,"Botswana",27
2008-07-31,"Brazil",3696
2008-07-31,"British Indian Ocean Territory",0
2008-07-31,"Brunei Darussalam",81
2008-07-31,"Bulgaria",309
2008-07-31,"Burundi",105
2008-07-31,"Cambodia",1356
2008-07-31,"Cameroon",9
2008-07-31,"Canada",3375
2008-07-31,"Cayman Islands",0
2008-07-31,"Chad",0
2008-07-31,"Chile",1884
2008-07-31,"China",44673
2008-07-31,"Colombia",438
2008-07-31,"Congo",102
2008-07-31,"Costa Rica",33
2008-07-31,"Croatia",84
2008-07-31,"Cuba",18
2008-07-31,"Cyprus",9
2008-07-31,"Czech Republic",954
2008-07-31,"Democratic Republic of Congo",69
2008-07-31,"Denmark",444
2008-07-31,"Djibouti",36
2008-07-31,"Dominica",3
2008-07-31,"Dominican Republic",3
2008-07-31,"East Timor",3
2008-07-31,"Ecuador",33
2008-07-31,"Egypt",327
2008-07-31,"El Salvador",12
2008-07-31,"Eritrea",204
2008-07-31,"Estonia",42
2008-07-31,"Ethiopia",411
2008-07-31,"Federated States of Micronesia",6
2008-07-31,"Fiji",20118
2008-07-31,"Finland",240
2008-07-31,"France",2814
2008-07-31,"French Polynesia",6
2008-07-31,"Gabon",3
2008-07-31,"Gambia",9
2008-07-31,"Georgia",27
2008-07-31,"Germany",7380
2008-07-31,"Ghana",111
2008-07-31,"Gibraltar",0
2008-07-31,"Great Britain",67527
2008-07-31,"Greece",48
2008-07-31,"Grenada",0
2008-07-31,"Guatemala",15
2008-07-31,"Guinea",3
2008-07-31,"Guyana",12
2008-07-31,"Honduras",9
2008-07-31,"Hong Kong",1626
2008-07-31,"Hungary",618
2008-07-31,"Iceland",39
2008-07-31,"India",25062
2008-07-31,"Indonesia",2256
2008-07-31,"Iran",1023
2008-07-31,"Iraq",945
2008-07-31,"Ireland",3060
2008-07-31,"Israel",525
2008-07-31,"Italy",855
2008-07-31,"Ivory Coast",3
2008-07-31,"Jamaica",24
2008-07-31,"Japan",8181
2008-07-31,"Jordan",192
2008-07-31,"Kazakhstan",108
2008-07-31,"Kenya",228
2008-07-31,"Kiribati",876
2008-07-31,"Kosovo - Republic of",3
2008-07-31,"Kosovo - UN Mission in",6
2008-07-31,"Kuwait",9
2008-07-31,"Kyrgyzstan",27
2008-07-31,"Laos",81
2008-07-31,"Latvia",69
2008-07-31,"Lebanon",84
2008-07-31,"Lesotho",0
2008-07-31,"Liberia",6
2008-07-31,"Libya",12
2008-07-31,"Liechtenstein",3
2008-07-31,"Lithuania",63
2008-07-31,"Luxembourg",9
2008-07-31,"Macau",39
2008-07-31,"Macedonia",258
2008-07-31,"Madagascar",6
2008-07-31,"Malawi",45
2008-07-31,"Malaysia",7308
2008-07-31,"Maldives",93
2008-07-31,"Mali",0
2008-07-31,"Malta",48
2008-07-31,"Marshall Islands",6
2008-07-31,"Mauritania",9
2008-07-31,"Mauritius",243
2008-07-31,"Mexico",282
2008-07-31,"Moldova",30
2008-07-31,"Mongolia",42
2008-07-31,"Morocco",39
2008-07-31,"Mozambique",9
2008-07-31,"Myanmar",990
2008-07-31,"Namibia",57
2008-07-31,"Nauru",36
2008-07-31,"Nepal",477
2008-07-31,"Netherlands",3333
2008-07-31,"New Caledonia",3
2008-07-31,"New Zealand",3933
2008-07-31,"Nicaragua",0
2008-07-31,"Nigeria",258
2008-07-31,"North Korea",3
2008-07-31,"Norway",216
2008-07-31,"Oman",198
2008-07-31,"Pakistan",1095
2008-07-31,"Palau",3
2008-07-31,"Palestine",57
2008-07-31,"Panama",9
2008-07-31,"Papua New Guinea",246
2008-07-31,"Paraguay",27
2008-07-31,"Peru",234
2008-07-31,"Philippines",15477
2008-07-31,"Poland",480
2008-07-31,"Portugal",126
2008-07-31,"Romania",1143
2008-07-31,"Russia",2055
2008-07-31,"Rwanda",39
2008-07-31,"Samoa",12612
2008-07-31,"Saudi Arabia",1173
2008-07-31,"Senegal",3
2008-07-31,"Serbia",42
2008-07-31,"Serbia & Montenegro",6
2008-07-31,"Seychelles",39
2008-07-31,"Sierra Leone",12
2008-07-31,"Singapore",1173
2008-07-31,"Slovakia",177
2008-07-31,"Slovenia",69
2008-07-31,"Solomon Islands",288
2008-07-31,"Somalia",342
2008-07-31,"South Africa",22893
2008-07-31,"South Korea",18969
2008-07-31,"South Sudan",0
2008-07-31,"Soviet Union",6
2008-07-31,"Spain",273
2008-07-31,"Sri Lanka",2445
2008-07-31,"St Kitts - Nevis",0
2008-07-31,"St Lucia",9
2008-07-31,"St Vincent and the Grenadines",6
2008-07-31,"Stateless",33
2008-07-31,"Sudan",273
2008-07-31,"Suriname",0
2008-07-31,"Swaziland",6
2008-07-31,"Sweden",711
2008-07-31,"Switzerland",663
2008-07-31,"Syria",102
2008-07-31,"Taiwan",2262
2008-07-31,"Tajikistan",9
2008-07-31,"Tanzania",42
2008-07-31,"Thailand",5016
2008-07-31,"Timor Leste",18
2008-07-31,"Togo",6
2008-07-31,"Tonga",8349
2008-07-31,"Trinidad and Tobago",36
2008-07-31,"Tunisia",6
2008-07-31,"Turkey",348
2008-07-31,"Turkmenistan",3
2008-07-31,"Tuvalu",1002
2008-07-31,"Uganda",36
2008-07-31,"Ukraine",933
2008-07-31,"United Arab Emirates",36
2008-07-31,"United Nations",0
2008-07-31,"United States of America",9576
2008-07-31,"Unknown",12
2008-07-31,"Uruguay",459
2008-07-31,"Uzbekistan",66
2008-07-31,"Vanuatu",1041
2008-07-31,"Vatican City",0
2008-07-31,"Venezuela",72
2008-07-31,"Vietnam",2034
2008-07-31,"Yemen",27
2008-07-31,"Yugoslavia",183
2008-07-31,"Zambia",219
2008-07-31,"Zimbabwe",3987
2008-08-31,"(not recorded)",33
2008-08-31,"Afghanistan",1191
2008-08-31,"Albania",39
2008-08-31,"Algeria",39
2008-08-31,"American Samoa",57
2008-08-31,"Angola",3
2008-08-31,"Antigua & Barbuda",3
2008-08-31,"Argentina",1293
2008-08-31,"Armenia",9
2008-08-31,"Australia",69
2008-08-31,"Austria",402
2008-08-31,"Azerbaijan",18
2008-08-31,"Bahamas",0
2008-08-31,"Bahrain",87
2008-08-31,"Bangladesh",495
2008-08-31,"Barbados",9
2008-08-31,"Belarus",60
2008-08-31,"Belgium",348
2008-08-31,"Belize",6
2008-08-31,"Bermuda",0
2008-08-31,"Bhutan",108
2008-08-31,"Bolivia",54
2008-08-31,"Bosnia & Herzegovina",27
2008-08-31,"Botswana",27
2008-08-31,"Brazil",3669
2008-08-31,"British Indian Ocean Territory",0
2008-08-31,"Brunei Darussalam",81
2008-08-31,"Bulgaria",303
2008-08-31,"Burma",3
2008-08-31,"Burundi",102
2008-08-31,"Cambodia",1374
2008-08-31,"Cameroon",9
2008-08-31,"Canada",3399
2008-08-31,"Chile",1860
2008-08-31,"China",44217
2008-08-31,"Colombia",426
2008-08-31,"Congo",102
2008-08-31,"Costa Rica",39
2008-08-31,"Croatia",84
2008-08-31,"Cuba",21
2008-08-31,"Cyprus",9
2008-08-31,"Czech Republic",936
2008-08-31,"Democratic Republic of Congo",69
2008-08-31,"Denmark",480
2008-08-31,"Djibouti",36
2008-08-31,"Dominica",3
2008-08-31,"Dominican Republic",3
2008-08-31,"East Timor",3
2008-08-31,"Ecuador",36
2008-08-31,"Egypt",306
2008-08-31,"El Salvador",15
2008-08-31,"Eritrea",189
2008-08-31,"Estonia",39
2008-08-31,"Ethiopia",399
2008-08-31,"Federated States of Micronesia",6
2008-08-31,"Fiji",20367
2008-08-31,"Finland",258
2008-08-31,"France",2697
2008-08-31,"French Polynesia",6
2008-08-31,"Gabon",3
2008-08-31,"Gambia",6
2008-08-31,"Georgia",27
2008-08-31,"Germany",7704
2008-08-31,"Ghana",108
2008-08-31,"Gibraltar",3
2008-08-31,"Great Britain",68115
2008-08-31,"Greece",48
2008-08-31,"Grenada",0
2008-08-31,"Guatemala",15
2008-08-31,"Guinea",0
2008-08-31,"Guyana",12
2008-08-31,"Honduras",9
2008-08-31,"Hong Kong",1653
2008-08-31,"Hungary",648
2008-08-31,"Iceland",36
2008-08-31,"India",25065
2008-08-31,"Indonesia",2304
2008-08-31,"Iran",1029
2008-08-31,"Iraq",933
2008-08-31,"Ireland",3072
2008-08-31,"Israel",519
2008-08-31,"Italy",840
2008-08-31,"Ivory Coast",0
2008-08-31,"Jamaica",21
2008-08-31,"Japan",8037
2008-08-31,"Jordan",201
2008-08-31,"Kazakhstan",114
2008-08-31,"Kenya",228
2008-08-31,"Kiribati",831
2008-08-31,"Kosovo - Republic of",3
2008-08-31,"Kosovo - UN Mission in",6
2008-08-31,"Kuwait",9
2008-08-31,"Kyrgyzstan",27
2008-08-31,"Laos",81
2008-08-31,"Latvia",66
2008-08-31,"Lebanon",90
2008-08-31,"Lesotho",3
2008-08-31,"Liberia",6
2008-08-31,"Libya",15
2008-08-31,"Liechtenstein",3
2008-08-31,"Lithuania",69
2008-08-31,"Luxembourg",9
2008-08-31,"Macau",36
2008-08-31,"Macedonia",261
2008-08-31,"Madagascar",6
2008-08-31,"Malawi",45
2008-08-31,"Malaysia",7113
2008-08-31,"Maldives",99
2008-08-31,"Mali",0
2008-08-31,"Malta",45
2008-08-31,"Marshall Islands",6
2008-08-31,"Mauritania",9
2008-08-31,"Mauritius",249
2008-08-31,"Mexico",309
2008-08-31,"Moldova",30
2008-08-31,"Mongolia",45
2008-08-31,"Montenegro",0
2008-08-31,"Morocco",42
2008-08-31,"Mozambique",9
2008-08-31,"Myanmar",1005
2008-08-31,"Namibia",57
2008-08-31,"Nauru",33
2008-08-31,"Nepal",471
2008-08-31,"Netherlands",3294
2008-08-31,"New Caledonia",6
2008-08-31,"New Zealand",3918
2008-08-31,"Nigeria",252
2008-08-31,"North Korea",0
2008-08-31,"Norway",225
2008-08-31,"Oman",198
2008-08-31,"Pakistan",1116
2008-08-31,"Palau",3
2008-08-31,"Palestine",63
2008-08-31,"Panama",9
2008-08-31,"Papua New Guinea",246
2008-08-31,"Paraguay",30
2008-08-31,"Peru",225
2008-08-31,"Philippines",16041
2008-08-31,"Poland",468
2008-08-31,"Portugal",120
2008-08-31,"Qatar",9
2008-08-31,"Romania",1125
2008-08-31,"Russia",2088
2008-08-31,"Rwanda",36
2008-08-31,"Samoa",12501
2008-08-31,"Saudi Arabia",1149
2008-08-31,"Serbia",42
2008-08-31,"Serbia & Montenegro",9
2008-08-31,"Seychelles",39
2008-08-31,"Sierra Leone",12
2008-08-31,"Singapore",1173
2008-08-31,"Slovakia",180
2008-08-31,"Slovenia",66
2008-08-31,"Solomon Islands",282
2008-08-31,"Somalia",330
2008-08-31,"South Africa",23271
2008-08-31,"South Korea",18978
2008-08-31,"South Sudan",0
2008-08-31,"Soviet Union",6
2008-08-31,"Spain",252
2008-08-31,"Sri Lanka",2472
2008-08-31,"St Kitts - Nevis",0
2008-08-31,"St Lucia",6
2008-08-31,"St Vincent and the Grenadines",6
2008-08-31,"Stateless",30
2008-08-31,"Sudan",222
2008-08-31,"Suriname",3
2008-08-31,"Swaziland",9
2008-08-31,"Sweden",747
2008-08-31,"Switzerland",729
2008-08-31,"Syria",99
2008-08-31,"Taiwan",2169
2008-08-31,"Tajikistan",12
2008-08-31,"Tanzania",45
2008-08-31,"Thailand",5034
2008-08-31,"Timor Leste",15
2008-08-31,"Togo",9
2008-08-31,"Tonga",8061
2008-08-31,"Trinidad and Tobago",33
2008-08-31,"Tunisia",6
2008-08-31,"Turkey",369
2008-08-31,"Turkmenistan",6
2008-08-31,"Turks and Caicos Islands",0
2008-08-31,"Tuvalu",927
2008-08-31,"Uganda",36
2008-08-31,"Ukraine",945
2008-08-31,"United Arab Emirates",39
2008-08-31,"United Nations",0
2008-08-31,"United States of America",9576
2008-08-31,"Unknown",12
2008-08-31,"Uruguay",471
2008-08-31,"Uzbekistan",66
2008-08-31,"Vanuatu",909
2008-08-31,"Vatican City",3
2008-08-31,"Venezuela",72
2008-08-31,"Vietnam",2088
2008-08-31,"Yemen",24
2008-08-31,"Yugoslavia",189
2008-08-31,"Zambia",225
2008-08-31,"Zimbabwe",3936
2008-09-30,"(not recorded)",33
2008-09-30,"Afghanistan",1185
2008-09-30,"Albania",42
2008-09-30,"Algeria",36
2008-09-30,"American Samoa",54
2008-09-30,"Angola",3
2008-09-30,"Antigua & Barbuda",3
2008-09-30,"Argentina",1272
2008-09-30,"Armenia",9
2008-09-30,"Australia",63
2008-09-30,"Austria",390
2008-09-30,"Azerbaijan",18
2008-09-30,"Bahamas",3
2008-09-30,"Bahrain",87
2008-09-30,"Bangladesh",489
2008-09-30,"Barbados",12
2008-09-30,"Belarus",57
2008-09-30,"Belgium",363
2008-09-30,"Belize",6
2008-09-30,"Bermuda",0
2008-09-30,"Bhutan",135
2008-09-30,"Bolivia",51
2008-09-30,"Bosnia & Herzegovina",33
2008-09-30,"Botswana",24
2008-09-30,"Brazil",3630
2008-09-30,"British Indian Ocean Territory",3
2008-09-30,"Brunei Darussalam",78
2008-09-30,"Bulgaria",294
2008-09-30,"Burundi",99
2008-09-30,"Cambodia",1398
2008-09-30,"Cameroon",9
2008-09-30,"Canada",3549
2008-09-30,"Cayman Islands",3
2008-09-30,"Chile",1878
2008-09-30,"China",44130
2008-09-30,"Colombia",459
2008-09-30,"Congo",102
2008-09-30,"Costa Rica",36
2008-09-30,"Croatia",84
2008-09-30,"Cuba",24
2008-09-30,"Cyprus",9
2008-09-30,"Czech Republic",1002
2008-09-30,"Democratic Republic of Congo",72
2008-09-30,"Denmark",513
2008-09-30,"Djibouti",36
2008-09-30,"Dominica",3
2008-09-30,"Dominican Republic",3
2008-09-30,"East Timor",3
2008-09-30,"Ecuador",39
2008-09-30,"Egypt",315
2008-09-30,"El Salvador",18
2008-09-30,"Eritrea",207
2008-09-30,"Estonia",45
2008-09-30,"Ethiopia",402
2008-09-30,"Federated States of Micronesia",6
2008-09-30,"Fiji",20457
2008-09-30,"Finland",300
2008-09-30,"France",2760
2008-09-30,"French Polynesia",6
2008-09-30,"Gabon",3
2008-09-30,"Gambia",6
2008-09-30,"Georgia",30
2008-09-30,"Germany",8643
2008-09-30,"Ghana",108
2008-09-30,"Gibraltar",3
2008-09-30,"Great Britain",68139
2008-09-30,"Greece",48
2008-09-30,"Grenada",0
2008-09-30,"Guatemala",15
2008-09-30,"Guinea",3
2008-09-30,"Guyana",12
2008-09-30,"Honduras",12
2008-09-30,"Hong Kong",1674
2008-09-30,"Hungary",654
2008-09-30,"Iceland",39
2008-09-30,"India",25140
2008-09-30,"Indonesia",2184
2008-09-30,"Iran",1029
2008-09-30,"Iraq",954
2008-09-30,"Ireland",3084
2008-09-30,"Israel",495
2008-09-30,"Italy",831
2008-09-30,"Ivory Coast",0
2008-09-30,"Jamaica",24
2008-09-30,"Japan",7908
2008-09-30,"Jordan",204
2008-09-30,"Kazakhstan",114
2008-09-30,"Kenya",231
2008-09-30,"Kiribati",822
2008-09-30,"Kosovo - Republic of",3
2008-09-30,"Kosovo - UN Mission in",12
2008-09-30,"Kuwait",9
2008-09-30,"Kyrgyzstan",30
2008-09-30,"Laos",78
2008-09-30,"Latvia",72
2008-09-30,"Lebanon",90
2008-09-30,"Lesotho",3
2008-09-30,"Liberia",9
2008-09-30,"Libya",15
2008-09-30,"Liechtenstein",3
2008-09-30,"Lithuania",69
2008-09-30,"Luxembourg",9
2008-09-30,"Macau",36
2008-09-30,"Macedonia",261
2008-09-30,"Madagascar",6
2008-09-30,"Malawi",45
2008-09-30,"Malaysia",6912
2008-09-30,"Maldives",99
2008-09-30,"Mali",3
2008-09-30,"Malta",48
2008-09-30,"Marshall Islands",6
2008-09-30,"Mauritania",9
2008-09-30,"Mauritius",240
2008-09-30,"Mexico",336
2008-09-30,"Moldova",30
2008-09-30,"Mongolia",51
2008-09-30,"Montenegro",0
2008-09-30,"Morocco",45
2008-09-30,"Mozambique",6
2008-09-30,"Myanmar",1002
2008-09-30,"Namibia",57
2008-09-30,"Nauru",27
2008-09-30,"Nepal",450
2008-09-30,"Netherlands",3333
2008-09-30,"New Caledonia",3
2008-09-30,"New Zealand",3888
2008-09-30,"Nicaragua",3
2008-09-30,"Nigeria",258
2008-09-30,"North Korea",0
2008-09-30,"Norway",243
2008-09-30,"Oman",198
2008-09-30,"Pakistan",1095
2008-09-30,"Palau",3
2008-09-30,"Palestine",63
2008-09-30,"Panama",9
2008-09-30,"Papua New Guinea",249
2008-09-30,"Paraguay",27
2008-09-30,"Peru",222
2008-09-30,"Philippines",16461
2008-09-30,"Poland",474
2008-09-30,"Portugal",126
2008-09-30,"Qatar",6
2008-09-30,"Romania",1137
2008-09-30,"Russia",2133
2008-09-30,"Rwanda",36
2008-09-30,"Samoa",12360
2008-09-30,"Saudi Arabia",1098
2008-09-30,"Senegal",0
2008-09-30,"Serbia",54
2008-09-30,"Serbia & Montenegro",9
2008-09-30,"Seychelles",39
2008-09-30,"Sierra Leone",9
2008-09-30,"Singapore",1167
2008-09-30,"Slovakia",177
2008-09-30,"Slovenia",69
2008-09-30,"Solomon Islands",267
2008-09-30,"Somalia",333
2008-09-30,"South Africa",23523
2008-09-30,"South Korea",18738
2008-09-30,"South Sudan",0
2008-09-30,"Soviet Union",6
2008-09-30,"Spain",279
2008-09-30,"Sri Lanka",2526
2008-09-30,"St Kitts - Nevis",3
2008-09-30,"St Lucia",9
2008-09-30,"St Vincent and the Grenadines",6
2008-09-30,"Stateless",27
2008-09-30,"Sudan",222
2008-09-30,"Suriname",3
2008-09-30,"Swaziland",9
2008-09-30,"Sweden",819
2008-09-30,"Switzerland",732
2008-09-30,"Syria",99
2008-09-30,"Taiwan",2172
2008-09-30,"Tajikistan",9
2008-09-30,"Tanzania",42
2008-09-30,"Thailand",4803
2008-09-30,"Timor Leste",15
2008-09-30,"Togo",6
2008-09-30,"Tonga",7920
2008-09-30,"Trinidad and Tobago",33
2008-09-30,"Tunisia",3
2008-09-30,"Turkey",384
2008-09-30,"Turkmenistan",3
2008-09-30,"Turks and Caicos Islands",0
2008-09-30,"Tuvalu",909
2008-09-30,"Uganda",36
2008-09-30,"Ukraine",945
2008-09-30,"United Arab Emirates",42
2008-09-30,"United Nations",3
2008-09-30,"United States of America",9867
2008-09-30,"Unknown",12
2008-09-30,"Uruguay",477
2008-09-30,"Uzbekistan",60
2008-09-30,"Vanuatu",444
2008-09-30,"Vatican City",3
2008-09-30,"Venezuela",69
2008-09-30,"Vietnam",2157
2008-09-30,"Yemen",24
2008-09-30,"Yugoslavia",186
2008-09-30,"Zambia",222
2008-09-30,"Zimbabwe",3888
2008-10-31,"(not recorded)",33
2008-10-31,"Afghanistan",1194
2008-10-31,"Albania",39
2008-10-31,"Algeria",39
2008-10-31,"American Samoa",60
2008-10-31,"Angola",0
2008-10-31,"Antigua & Barbuda",3
2008-10-31,"Argentina",1194
2008-10-31,"Armenia",9
2008-10-31,"Australia",63
2008-10-31,"Austria",411
2008-10-31,"Azerbaijan",21
2008-10-31,"Bahamas",0
2008-10-31,"Bahrain",84
2008-10-31,"Bangladesh",492
2008-10-31,"Barbados",9
2008-10-31,"Belarus",60
2008-10-31,"Belgium",396
2008-10-31,"Belize",6
2008-10-31,"Bermuda",3
2008-10-31,"Bhutan",135
2008-10-31,"Bolivia",60
2008-10-31,"Bosnia & Herzegovina",33
2008-10-31,"Botswana",24
2008-10-31,"Brazil",3609
2008-10-31,"British Indian Ocean Territory",0
2008-10-31,"Brunei Darussalam",81
2008-10-31,"Bulgaria",288
2008-10-31,"Burma",0
2008-10-31,"Burundi",105
2008-10-31,"Cambodia",1416
2008-10-31,"Cameroon",9
2008-10-31,"Canada",3762
2008-10-31,"Cayman Islands",3
2008-10-31,"Chile",1641
2008-10-31,"China",44481
2008-10-31,"Colombia",465
2008-10-31,"Comoros",0
2008-10-31,"Congo",99
2008-10-31,"Costa Rica",39
2008-10-31,"Croatia",93
2008-10-31,"Cuba",21
2008-10-31,"Cyprus",6
2008-10-31,"Czech Republic",1113
2008-10-31,"Democratic Republic of Congo",105
2008-10-31,"Denmark",579
2008-10-31,"Djibouti",36
2008-10-31,"Dominica",0
2008-10-31,"Dominican Republic",3
2008-10-31,"East Timor",3
2008-10-31,"Ecuador",36
2008-10-31,"Egypt",330
2008-10-31,"El Salvador",12
2008-10-31,"Eritrea",162
2008-10-31,"Estonia",45
2008-10-31,"Ethiopia",393
2008-10-31,"Federated States of Micronesia",6
2008-10-31,"Fiji",20703
2008-10-31,"Finland",318
2008-10-31,"France",2910
2008-10-31,"French Polynesia",3
2008-10-31,"Gabon",3
2008-10-31,"Gambia",9
2008-10-31,"Georgia",30
2008-10-31,"Germany",9759
2008-10-31,"Ghana",111
2008-10-31,"Gibraltar",0
2008-10-31,"Great Britain",69816
2008-10-31,"Greece",48
2008-10-31,"Grenada",0
2008-10-31,"Guatemala",15
2008-10-31,"Guinea",3
2008-10-31,"Guyana",12
2008-10-31,"Honduras",12
2008-10-31,"Hong Kong",1704
2008-10-31,"Hungary",675
2008-10-31,"Iceland",42
2008-10-31,"India",24765
2008-10-31,"Indonesia",2100
2008-10-31,"Iran",1011
2008-10-31,"Iraq",1005
2008-10-31,"Ireland",3213
2008-10-31,"Israel",513
2008-10-31,"Italy",816
2008-10-31,"Ivory Coast",3
2008-10-31,"Jamaica",27
2008-10-31,"Japan",8211
2008-10-31,"Jordan",204
2008-10-31,"Kazakhstan",123
2008-10-31,"Kenya",234
2008-10-31,"Kiribati",825
2008-10-31,"Kosovo - Republic of",0
2008-10-31,"Kosovo - UN Mission in",12
2008-10-31,"Kuwait",9
2008-10-31,"Kyrgyzstan",27
2008-10-31,"Laos",81
2008-10-31,"Latvia",75
2008-10-31,"Lebanon",87
2008-10-31,"Lesotho",3
2008-10-31,"Liberia",9
2008-10-31,"Libya",15
2008-10-31,"Liechtenstein",3
2008-10-31,"Lithuania",69
2008-10-31,"Luxembourg",9
2008-10-31,"Macau",42
2008-10-31,"Macedonia",273
2008-10-31,"Madagascar",6
2008-10-31,"Malawi",45
2008-10-31,"Malaysia",6606
2008-10-31,"Maldives",102
2008-10-31,"Mali",0
2008-10-31,"Malta",42
2008-10-31,"Marshall Islands",6
2008-10-31,"Mauritania",9
2008-10-31,"Mauritius",240
2008-10-31,"Mexico",360
2008-10-31,"Moldova",36
2008-10-31,"Mongolia",51
2008-10-31,"Montenegro",3
2008-10-31,"Morocco",42
2008-10-31,"Mozambique",9
2008-10-31,"Myanmar",1008
2008-10-31,"Namibia",54
2008-10-31,"Nauru",24
2008-10-31,"Nepal",459
2008-10-31,"Netherlands",3450
2008-10-31,"New Caledonia",6
2008-10-31,"New Zealand",3894
2008-10-31,"Nicaragua",3
2008-10-31,"Nigeria",261
2008-10-31,"North Korea",3
2008-10-31,"Norway",258
2008-10-31,"Oman",204
2008-10-31,"Pakistan",1077
2008-10-31,"Palau",3
2008-10-31,"Palestine",66
2008-10-31,"Panama",12
2008-10-31,"Papua New Guinea",243
2008-10-31,"Paraguay",27
2008-10-31,"Peru",222
2008-10-31,"Philippines",16890
2008-10-31,"Poland",459
2008-10-31,"Portugal",126
2008-10-31,"Qatar",9
2008-10-31,"Romania",1134
2008-10-31,"Russia",2241
2008-10-31,"Rwanda",39
2008-10-31,"Samoa",12444
2008-10-31,"Saudi Arabia",1317
2008-10-31,"Senegal",0
2008-10-31,"Serbia",66
2008-10-31,"Serbia & Montenegro",6
2008-10-31,"Seychelles",45
2008-10-31,"Sierra Leone",9
2008-10-31,"Singapore",1179
2008-10-31,"Slovakia",183
2008-10-31,"Slovenia",66
2008-10-31,"Solomon Islands",267
2008-10-31,"Somalia",333
2008-10-31,"South Africa",24042
2008-10-31,"South Korea",19215
2008-10-31,"South Sudan",3
2008-10-31,"Soviet Union",6
2008-10-31,"Spain",279
2008-10-31,"Sri Lanka",2631
2008-10-31,"St Kitts - Nevis",0
2008-10-31,"St Lucia",6
2008-10-31,"St Vincent and the Grenadines",6
2008-10-31,"Stateless",27
2008-10-31,"Sudan",204
2008-10-31,"Suriname",0
2008-10-31,"Swaziland",6
2008-10-31,"Sweden",927
2008-10-31,"Switzerland",741
2008-10-31,"Syria",99
2008-10-31,"Taiwan",2199
2008-10-31,"Tajikistan",12
2008-10-31,"Tanzania",45
2008-10-31,"Thailand",4860
2008-10-31,"Timor Leste",9
2008-10-31,"Togo",6
2008-10-31,"Tonga",7794
2008-10-31,"Trinidad and Tobago",33
2008-10-31,"Tunisia",6
2008-10-31,"Turkey",378
2008-10-31,"Turkmenistan",6
2008-10-31,"Turks and Caicos Islands",0
2008-10-31,"Tuvalu",876
2008-10-31,"Uganda",36
2008-10-31,"Ukraine",984
2008-10-31,"United Arab Emirates",48
2008-10-31,"United Nations",3
2008-10-31,"United States of America",10212
2008-10-31,"Unknown",12
2008-10-31,"Uruguay",480
2008-10-31,"Uzbekistan",63
2008-10-31,"Vanuatu",399
2008-10-31,"Vatican City",3
2008-10-31,"Venezuela",75
2008-10-31,"Vietnam",2181
2008-10-31,"Yemen",24
2008-10-31,"Yugoslavia",183
2008-10-31,"Zambia",222
2008-10-31,"Zimbabwe",3846
2008-11-30,"(not recorded)",27
2008-11-30,"Afghanistan",1170
2008-11-30,"Albania",39
2008-11-30,"Algeria",39
2008-11-30,"American Samoa",60
2008-11-30,"Andorra",0
2008-11-30,"Angola",3
2008-11-30,"Antigua & Barbuda",3
2008-11-30,"Argentina",1194
2008-11-30,"Armenia",9
2008-11-30,"Australia",66
2008-11-30,"Austria",414
2008-11-30,"Azerbaijan",21
2008-11-30,"Bahamas",3
2008-11-30,"Bahrain",21
2008-11-30,"Bangladesh",489
2008-11-30,"Barbados",12
2008-11-30,"Belarus",57
2008-11-30,"Belgium",414
2008-11-30,"Belize",6
2008-11-30,"Bermuda",0
2008-11-30,"Bhutan",129
2008-11-30,"Bolivia",57
2008-11-30,"Bosnia & Herzegovina",30
2008-11-30,"Botswana",24
2008-11-30,"Brazil",3492
2008-11-30,"British Indian Ocean Territory",3
2008-11-30,"Brunei Darussalam",30
2008-11-30,"Bulgaria",300
2008-11-30,"Burma",3
2008-11-30,"Burundi",105
2008-11-30,"Cambodia",1371
2008-11-30,"Cameroon",6
2008-11-30,"Canada",3849
2008-11-30,"Chile",1641
2008-11-30,"China",41163
2008-11-30,"Colombia",429
2008-11-30,"Comoros",3
2008-11-30,"Congo",99
2008-11-30,"Costa Rica",33
2008-11-30,"Croatia",99
2008-11-30,"Cuba",21
2008-11-30,"Cyprus",9
2008-11-30,"Czech Republic",1290
2008-11-30,"Democratic Republic of Congo",105
2008-11-30,"Denmark",585
2008-11-30,"Djibouti",36
2008-11-30,"Dominica",3
2008-11-30,"Dominican Republic",3
2008-11-30,"East Timor",3
2008-11-30,"Ecuador",30
2008-11-30,"Egypt",321
2008-11-30,"El Salvador",12
2008-11-30,"Eritrea",156
2008-11-30,"Estonia",45
2008-11-30,"Ethiopia",387
2008-11-30,"Federated States of Micronesia",6
2008-11-30,"Fiji",20697
2008-11-30,"Finland",327
2008-11-30,"France",3072
2008-11-30,"French Polynesia",6
2008-11-30,"Gabon",3
